result_id,project_idx,feature_code,feature_name,title,summary,full_content,key_points,vector_similarity,chunks_from_announcement,chunks_from_attachments,referenced_attachments,extracted_at
1,1,project_name,사업명,사업개요,사 단위사업 AI반도체경쟁력강화(일반) 및 AI반도체 기반 데이터센터 고도화 선도기술개발(R&D) 관련 내용.,사 단위사업 AI반도체경쟁력강화(일반) 업 세부사업 AI반도체 기반 데이터센터 고도화 선도기술개발(R&D) 명 내역사업 AI반도체 기반 데이터센터 고도화 선도기술개발,AI반도체경쟁력강화(일반)|AI반도체 기반 데이터센터 고도화 선도기술개발(R&D),0.5597206777215187,7,0,,2025-11-13T15:09:40.186405
2,1,announcing_agency,공고기관,사업추진체계 및 전략,"공고기관은 과학기술정보통신부(중앙행정기관)와 정보통신기획평가원(전문기관)으로, 이들은 R&D 정책 및 사업계획 수립과 과제 수행 관리를 담당한다.","ㅇ 추진주체 간 역할분담 : 과기정통부(중앙행정기관) - 정보통신기획평가원(전문기관) - 수행기관 수행주체 역할 세부내용 ㅇ 차년도 분야별 투자계획 수립 과학기술정보통신부 ㅇ R&D 정책 및 사업계획 수립 / 환류 ㅇ 신규과제 공고 및 지원대상과제 확정 사업수행주체 ㅇ 신규과제 기획 및 차년도 사업기획 환류 등 ㅇ 신규·종료 과제 평가 정보통신기획평가원 ㅇ 협약체결 및 중간점검 등 과제 수행관리 ㅇ 성과조사분석 및 사후관리 등 ㅇ 연구과제 수행 및 성과창출 수행기관 ㅇ 연구개발 성과물 활용(기술이전, 사업화 등)",주관기관: 과학기술정보통신부|전문기관: 정보통신기획평가원,0.7266398892445454,7,0,,2025-11-13T15:09:45.898390
3,1,project_period,사업기간,사업개요,사업기간은 2024년부터 2027년까지 총 4년입니다.,사업기간 `24년~`27년 총사업비 375억원(국고기준),사업기간: 2024년부터 2027년까지|총사업비: 375억원,0.5391896018122029,7,0,,2025-11-13T15:09:54.404877
4,1,target,지원대상,지원대상,"지원대상은 중소기업과 연구소이며, 대기업은 50%, 중견기업은 30%, 중소기업은 25% 이상의 매칭이 필요합니다.","사업규모 3개 과제 지원대상 중소기업, 연구소 100%(대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭)","지원대상: 중소기업, 연구소|대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭 필요",0.7136604298005222,7,0,,2025-11-13T15:09:59.659732
5,1,eligibility,참여자격,참여자격,"지원대상은 중소기업 및 연구소이며, 대기업은 50%, 중견기업은 30%, 중소기업은 25% 이상의 매칭이 필요합니다.","사업규모 3개 과제 지원대상 중소기업, 연구소 100%(대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭)","지원대상: 중소기업, 연구소|대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭 필요",0.7464544623260773,7,0,,2025-11-13T15:10:02.518256
6,1,support_scale,지원규모,사업개요,"총사업비는 375억원이며, 지원대상은 중소기업과 연구소로, 대기업은 50%, 중견기업은 30%, 중소기업은 25% 이상의 매칭이 필요합니다.","사업명 사 단위사업 AI반도체경쟁력강화(일반) 업 세부사업 AI반도체 기반 데이터센터 고도화 선도기술개발(R&D) 명 내역사업 AI반도체 기반 데이터센터 고도화 선도기술개발 사업기간 `24년~`27년 총사업비 375억원(국고기준) 사업규모 3개 과제 지원대상 중소기업, 연구소 100%(대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭) 사업시행주체 과학기술정보통신부(정보통신기획평가원)","총사업비 375억원|지원대상: 중소기업, 연구소",0.6905544106707264,7,0,,2025-11-13T15:10:13.201640
7,1,support_period,지원기간,사업 현황,사업기간은 2024년부터 2027년까지 총 3년입니다.,사업기간 `24년~`27년 총사업비 375억원(국고기준),사업기간: 2024년부터 2027년까지|총 3년 동안 진행,0.5764086346418857,7,0,,2025-11-13T15:10:16.147547
8,1,support_details,지원내용,지원내용,"AI반도체 기반 데이터센터 고도화를 위한 총사업비 375억원 지원, 중소기업 및 연구소에 100% 출연, 대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭 조건.","사업기간 `24년~`27년 총사업비 375억원(국고기준) 사업규모 3개 과제 지원대상 중소기업, 연구소 100%(대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭) 사업시행주체 과학기술정보통신부(정보통신기획평가원)",총사업비 375억원 지원|중소기업 및 연구소에 100% 출연,0.6662166782350931,7,0,,2025-11-13T15:10:21.901946
9,1,evaluation_criteria,평가기준,성과목표 및 지표 총괄표,"성과목표는 데이터 중심 컴퓨팅 패러다임 선도를 위한 AI반도체 기반 클라우드 데이터센터 성능 고도화를 목표로 하며, 성과지표는 논문 mrnIF, 특허(SMART) 지수, 상용화 제품 대비 비용 대비 성능, 시뮬레이터 정확도(오차율), CXL 3.1 Compliance Test 인증으로 구성된다.",구 분 내용 전략목표 데이터 중심 컴퓨팅 패러다임을 선도하는 AI반도체 기반 클라우드 데이터센터 경쟁력 혁신 (최종) 국산 AI반도체 기반 데이터센터 성능 고도화를 위한 HW 핵심기술 확보 성과목표 1단계(24년도~27년도) 성과지표 단계별 성과목표 가중치 지표 지표명 구분 단계별 논문 mrnIF 질 데이터 중심 컴퓨팅 패러다임 선도를 위한 성과목표 0.4 과학적 성과 확보 및 지표 특허(SMART) 지수 질 국산 AI반도체 기반 데이터센터 성능 상용화 제품 대비 비용 대비 성능 질 고도화를 위한 HW 핵심기술(①~③) 확보 ①데이터 처리 가속 하드웨어 기술개발 0.6 시뮬레이터 정확도(오차율) 질 ②클라우드 워크로드 분석 시뮬레이션 기술개발 ③차세대 저지연 고대역폭 메모리 중심 CXL 3.1 Compliance Test 인증 양 인터커넥트 기술개발,"성과목표: 데이터 중심 컴퓨팅 패러다임 선도|성과지표: 논문 mrnIF, 특허(SMART) 지수, 비용 대비 성능, 시뮬레이터 정확도, CXL 3.1 Compliance",0.5167027410451128,7,0,,2025-11-13T15:10:38.704185
10,1,evaluation_method,평가방법,성과지표의 목표치 및 측정방법,"성과지표는 논문 실적, 특허 성과, 성능 개선 등을 기준으로 설정되며, 매년 목표치를 상향 조정하여 평가한다.","성과지표명 목표치 설정방법 및 근거 측정산식 및 방법, 시기 자료 출처 ㅇ (측정산식) Σ(논문mrnIF*) / 논문건수 Ÿ 유사사업의 최근 3개년 실적치 평균을 1차년도 목표치*로 ㅇ (측정방법) NTIS에서 검증된 SCI급 논문실적을 논문 mrnIF(점) 설정하고, 매년 2% 상향하여 목표치 설정 대상으로 저널 IF 평균 점수를 측정 NTIS, 성과분석보고서 (`24~`27년) * 신개념PIM반도체선도기술개발사업, 차세대지능형반도체 ㅇ (측정시기) NTIS에서 검증된 SCI(E)급 논문을 대상으로 기술개발(설계)사업의 최근 3개년도 실적치 평균 60.07 순위보정 영향력지수 확인 측정(측정집계 시점은 매년 2월말 예정) Ÿ 유사사업의 최근 3개년도 실적치 평균*을 사업착수 ㅇ (측정산식) ∑(Ai x Bi)/∑Bi 2년차 목표치로 설정 후 매년 2% 상향 특허(SMART) ※ Ai : 특허등급별 가중치, Bi : 등급별 특허성과 건수 * 신개념PIM반도체선도기술개발사업, 차세대지능형반도체 NTIS, 한국발명진흥회, 지수(점) ㅇ (측정방법) NTIS에서 검증된 등록특허 실적을 대상으로 기술개발(설계)사업의 최근 3개년도 실적치 평균 3.84 성과분석보고서 (`25~`27년) 한국발명진흥회 SMART 지수 평균으로 산출 * 사업착수 1년차에는 연구개발기간 및 특허 등록 소요시간 등을 고려할 때 목표치를 제시하기 어려움 ㅇ (측정산식) (성능 증가율/TCO감소율-1)*100 Ÿ AI반도체에 IPU/DPU 적용 시 기존 상용화 제품 대비 ※ 성능증가율 : 평가 시점 기준 최신 상용화 제품 대비 성능 상용화 제품 대비 비용 대비 성능 20% 개선을 목표치(사업착수 1차년도)로 지표에 대한 향상 정도 상용화 제품 백서, 과제 비용 대비 설정 후 매년 10%씩 향상하여 최종목표 50%* 달성 ※ TCO 감소율 : 평가 시점 기준 최신 사용화 제품 대비 TCO 절감 정도 연차보고서 및 최종보고서, 성능(%)","성과지표는 논문 실적, 특허 성과, 성능 개선 등을 기준으로 설정됨.|매년 목표치를 상향 조정하여 평가함.",0.6066972509492039,7,0,,2025-11-13T15:10:53.913094
